FinalWgt,CR1,CR2,QAR3,QAR4,CR5,CR6,CR7,CR8,CR9,CR10,CR11,CR12,CR13,CR14,CR15,CR16,CR17,OR13,CR18,OR45,CR19,CR20,CR21,CR22,CR23,CR24,CR25,QAR28,OR23,CR27,CR28,QAR32,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,SR1,SR2,SR3,SR4,SR5,SR6,SR7,QAR54,SR9,SR10,SR11,SR12,SR13,SR14,SLR1,SLR2,SLR3,SLR4,SLR5,SLR6,SLR7,SLR8,SLR9,QAR70,SLR11,SLR14,SLR15,SLR16,SLR17,ELR1,ELR2,ELR3,Stratum,PSU
14.93179067,4,2,2,5,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,5,1,1,4,2,1,1,1,1,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,3,1,1,1,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,1,1,201801001,1
14.93179067,4,2,2,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,5,1,2,1,4,1,2,1,5,1,1,4,2,1,2,3,3,1,3,2,2,1,1,3,1,5,2,1,1,1,1,1,3,1,1,2,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,1,201801001,1
14.93179067,4,2,2,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,2,1,5,1,1,3,1,1,1,1,2,2,3,2,2,1,1,4,1,5,2,1,1,1,1,1,3,1,1,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,,201801001,1
14.93179067,4,2,2,7,,,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,,2,3,1,2,1,3,1,1,4,2,3,3,2,2,3,3,2,2,3,1,2,3,4,2,1,1,1,1,1,3,1,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,1
15.88801372,3,2,2,2,,,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,4,1,3,3,3,2,3,1,1,2,1,2,4,2,5,2,1,1,1,1,1,4,1,1,3,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,201801001,1
15.88801372,3,2,2,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,3,2,4,1,1,1,2,1,1,2,1,3,2,1,2,3,3,2,2,1,1,4,3,5,2,1,1,1,1,1,4,1,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,1,201801001,1
15.88801372,4,2,2,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,3,1,2,2,4,1,1,1,5,1,1,4,1,1,2,1,2,3,2,2,2,1,1,3,3,5,2,1,1,1,1,1,3,1,1,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,201801001,1
11.18901336,5,1,3,1,1,5,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,4,1,2,1,4,3,1,4,2,1,1,2,3,2,1,1,2,1,2,1,2,2,2,1,1,1,1,3,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,2
11.18901336,5,1,3,7,1,6,1,1,,,3,1,,1,4,1,2,1,1,,1,,2,,1,,,1,2,3,1,3,,1,2,3,1,3,,1,,1,1,3,1,1,,4,,4,4,1,2,1,1,3,1,1,,,1,3,2,1,1,1,1,4,1,3,1,1,1,1,1,1,3,6,201801001,2
11.18901336,5,1,3,7,1,6,3,2,2,2,,1,,,4,,,1,3,4,4,5,4,,4,1,,3,3,,6,4,,1,,,,1,3,,,,1,,,3,,2,1,,,1,2,5,,,,1,1,2,2,4,3,1,7,3,2,3,5,3,,4,2,,1,1,3,4,201801001,2
12.5443406,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,5,5,1,1,4,1,1,1,5,1,1,4,1,1,1,1,1,3,3,2,2,1,1,3,2,5,2,1,1,1,1,2,4,1,1,1,1,3,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,201801001,2
12.5443406,2,1,1,7,2,1,1,1,,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,,1,1,4,1,2,2,2,3,2,2,2,2,1,1,3,3,,2,1,1,1,1,1,4,1,1,1,1,3,2,5,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,201801001,2
12.5443406,3,1,1,3,1,4,1,1,1,1,1,2,2,2,3,3,3,3,6,1,1,1,1,2,4,1,2,1,3,1,1,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,1,5,3,2,1,2,2,1,1,2,1,2,2,1,1,2,2,3,1,1,1,2,1,2,1,2,1,2,1,,,,201801001,2
12.5443406,3,1,1,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,5,1,1,4,1,1,2,2,2,1,3,2,2,1,1,4,2,5,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,,,201801001,2
12.5443406,3,1,1,5,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,3,5,1,1,2,4,1,1,1,5,1,1,4,2,3,3,3,3,3,3,2,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,3,1,1,3,5,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,,,201801001,2
12.5443406,3,1,1,5,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,,2,4,1,1,1,4,1,1,2,1,1,1,1,2,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,201801001,2
12.5443406,4,1,1,2,,,,,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,3,1,2,2,3,,1,1,2,1,1,2,1,1,2,1,3,3,1,2,2,2,1,3,3,1,2,2,1,1,2,2,2,2,2,1,2,201801001,2
12.5443406,4,1,1,4,1,4,3,2,1,1,2,2,2,,2,2,2,2,1,2,3,2,1,2,3,2,1,2,2,1,1,4,,2,,3,2,1,1,2,2,4,1,1,3,2,,2,,3,1,2,3,1,1,3,4,2,,2,2,3,2,3,2,1,1,3,4,3,3,4,3,3,2,2,2,4,201801001,2
12.82535128,4,1,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,2
12.82535128,4,1,3,3,2,1,1,1,2,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,1,2,2,1,1,3,3,1,,1,,2,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,201801001,2
12.82535128,4,1,3,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,5,1,1,4,1,2,1,2,1,3,3,2,2,3,3,1,3,3,,1,1,1,1,1,4,1,1,3,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,,1,1,201801001,2
12.82535128,4,1,3,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,5,1,1,4,1,2,3,2,1,3,3,2,2,1,1,2,3,5,2,1,1,1,1,1,4,1,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,1,1,201801001,2
12.82535128,4,1,3,5,1,6,5,4,1,1,2,1,2,2,3,2,3,3,3,1,1,5,5,2,4,2,2,2,4,2,2,3,2,3,2,1,2,3,2,1,2,3,3,4,1,4,1,6,2,2,3,3,2,2,3,1,2,2,1,4,6,1,3,4,2,3,1,2,1,3,3,2,1,2,1,2,2,2,201801001,2
12.82535128,4,1,3,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,2,2,2,3,2,1,1,5,1,1,4,2,1,1,1,2,1,3,2,2,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,201801001,2
12.82535128,4,1,3,7,1,4,1,1,2,2,1,1,1,2,2,2,2,1,1,1,4,4,3,2,3,1,2,1,2,1,1,2,2,2,1,1,1,1,3,2,2,2,2,3,3,4,1,5,1,1,1,2,4,1,1,3,2,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,1,1,2,201801001,2
12.82535128,4,1,3,7,1,5,2,2,2,,1,8,,2,4,1,,1,2,,1,,,,4,,,3,,,2,4,,1,,,1,,,,,,,,,,,3,,,4,,,5,,2,3,,,,5,1,,,3,,3,2,1,4,1,4,4,3,2,1,4,2,201801001,2
12.82535128,4,1,3,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,5,1,1,4,2,3,2,1,3,3,2,2,2,1,2,2,2,4,2,1,1,1,1,1,2,1,1,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,2,201801001,2
12.82535128,5,1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,4,1,1,1,2,2,3,3,3,1,1,2,2,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,201801001,2
12.82535128,5,1,3,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,3,3,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,201801001,2
12.82535128,5,1,3,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,1,1,5,1,1,4,2,3,3,2,3,3,3,2,2,1,1,2,2,5,2,1,1,1,1,1,4,1,1,3,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,,,201801001,2
12.82535128,5,1,3,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,2,2,2,3,2,1,1,5,1,1,4,2,1,1,1,2,1,3,2,2,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,201801001,2
12.82535128,5,1,3,4,1,2,1,1,1,2,2,2,2,2,2,2,3,7,4,3,5,5,5,2,3,1,1,7,4,3,2,2,1,3,1,2,2,3,3,2,2,3,3,4,1,4,1,2,1,1,2,4,2,3,1,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,201801001,2
12.82535128,5,1,3,4,2,1,1,1,,,1,1,2,2,1,1,,1,1,3,1,1,2,,1,1,2,1,5,1,1,4,2,1,3,2,2,3,3,2,2,1,1,4,3,1,2,1,1,1,1,1,4,1,1,1,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,201801001,2
12.82535128,5,1,3,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,4,2,3,1,3,3,3,3,2,2,2,1,4,3,2,2,1,1,1,1,1,4,1,1,3,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,1,201801001,2
12.82535128,5,1,3,5,1,1,1,1,1,2,1,1,2,2,3,3,3,4,5,1,1,1,1,1,1,2,2,2,4,3,2,1,2,2,3,2,2,3,3,,,2,1,1,1,4,2,1,1,1,1,1,1,1,3,3,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,2
12.82535128,5,1,3,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,4,2,3,1,2,3,3,3,2,2,1,1,2,2,5,2,1,1,1,1,1,2,1,1,3,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,201801001,2
12.82535128,5,1,3,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,5,1,1,4,2,1,3,3,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,1,1,201801001,2
12.82535128,5,1,3,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,5,1,1,4,2,3,2,1,2,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,2
12.82535128,6,1,3,7,1,6,4,4,1,1,3,3,1,1,3,2,3,3,4,1,1,1,1,2,4,1,1,1,5,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,,2,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,,,201801001,2
12.82535128,7,1,3,7,1,6,7,7,1,1,4,4,,,4,4,3,7,3,1,5,2,2,1,4,2,2,3,4,,4,,1,2,1,1,1,3,1,,2,2,1,3,1,3,,1,2,2,1,1,2,3,3,3,1,4,,1,3,4,4,3,4,3,3,3,3,2,,3,1,1,1,1,1,1,201801001,2
13.42205748,3,1,2,3,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,5,1,1,4,1,3,3,2,3,3,3,2,2,1,1,2,1,5,2,1,1,1,1,1,4,1,1,3,1,2,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,201801001,2
13.42205748,3,1,2,3,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,3,1,1,2,2,2,2,1,1,4,2,5,2,1,1,1,1,1,1,1,1,3,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,201801001,2
13.42205748,3,1,2,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,3,3,2,4,1,2,1,5,1,1,4,2,3,2,1,2,3,3,2,2,1,1,4,2,5,2,1,1,1,1,1,4,1,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,2,1,1,201801001,2
13.42205748,3,1,2,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,3,2,2,4,1,1,1,5,1,1,4,2,3,2,1,2,3,3,2,2,1,1,4,2,5,2,1,1,1,1,1,3,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,2,1,1,201801001,2
13.42205748,3,1,2,6,1,3,1,1,1,2,1,1,1,2,2,3,2,7,4,3,5,1,1,1,3,1,1,1,4,1,1,2,1,1,3,1,2,3,3,2,2,3,1,1,1,4,1,5,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,2,2,2,201801001,2
13.42205748,3,1,2,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,5,1,2,2,2,4,1,1,1,5,1,1,4,2,1,3,1,1,2,3,2,2,1,1,4,2,4,2,1,1,1,,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,2,1,1,1,201801001,2
13.42205748,3,1,2,7,1,5,2,5,1,1,2,8,2,2,2,3,3,7,6,1,1,5,5,1,3,2,2,6,5,3,3,3,1,1,2,2,3,2,2,1,2,2,3,3,1,4,1,4,7,5,4,4,4,6,3,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,5,201801001,2
13.42205748,3,1,2,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,3,2,3,3,2,3,3,3,2,2,1,1,1,2,2,2,4,1,1,1,1,4,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,201801001,2
13.42205748,4,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,5,1,1,4,1,2,3,1,1,2,2,2,2,1,1,4,1,5,2,1,1,1,1,1,1,1,1,3,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,201801001,2
13.42205748,4,1,2,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,4,1,1,1,201801001,2
13.42205748,4,1,2,5,2,1,1,1,2,,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,3,2,2,1,2,1,2,,1,2,1,1,1,1,1,2,1,,1,,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,3,2,1,1,1,201801001,2
13.42205748,4,1,2,7,2,1,1,1,2,,1,1,2,2,1,1,1,1,1,1,1,2,2,1,3,1,2,1,5,1,1,4,2,1,3,1,2,1,3,2,2,1,1,3,2,1,,2,,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,201801001,2
13.42205748,4,1,2,7,2,1,1,1,2,,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,201801001,2
13.42205748,5,1,2,4,1,6,2,3,1,1,3,3,1,2,3,4,3,3,4,1,1,1,1,1,4,2,2,6,1,1,2,2,2,2,2,2,2,3,3,2,2,1,1,4,3,2,1,6,2,3,3,3,4,6,3,3,1,1,2,2,6,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,201801001,2
13.42205748,5,1,2,4,2,1,1,1,2,2,1,1,,,1,1,1,1,1,3,1,1,1,1,4,1,1,1,5,1,1,4,2,1,1,2,1,1,3,2,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,201801001,2
13.42205748,6,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,4,2,1,3,1,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,4,1,1,3,1,1,3,5,1,1,1,1,8,1,1,1,2,2,2,2,2,2,2,1,1,1,201801001,2
13.45866995,4,2,1,5,1,4,3,5,1,1,3,8,2,2,3,3,3,5,6,3,1,1,1,1,3,1,,6,1,2,1,2,2,2,2,2,2,2,3,2,1,2,2,3,3,2,1,2,1,2,1,3,2,3,2,3,3,1,1,1,2,2,1,3,2,2,1,1,1,1,1,1,2,2,2,,,,201801001,2
15.29221321,4,,2,1,2,1,1,1,,,1,1,,,2,1,1,2,1,1,1,1,1,2,3,1,2,1,5,1,1,4,2,3,3,3,2,2,3,,2,1,1,3,2,5,1,1,,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,4,1,1,1,1,1,,1,3,1,1,2,,,201801001,2
15.29221321,5,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,5,1,1,4,2,2,3,1,2,3,3,,2,1,1,4,2,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,201801001,2
15.38496708,4,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,5,1,1,4,1,2,2,1,2,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,1,1,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,1,1,201801001,2
16.83439647,1,,1,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,,1,2,4,1,1,1,5,1,1,4,2,1,2,2,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,1,1,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,2
16.83439647,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,3,3,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,2,2,1,1,2,1,2,3,4,3,3,3,2,1,2,201801001,2
16.83439647,2,1,1,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,5,5,4,,,,,4,3,1,2,3,1,1,1,1,,2,,2,,,3,,1,1,,2,1,3,1,2,3,2,3,3,2,1,2,2,1,2,2,2,2,2,4,2,2,2,2,3,3,3,1,1,2,2,201801001,2
16.83439647,2,1,1,4,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,5,1,1,4,1,1,3,1,1,1,3,2,2,1,1,4,3,5,2,1,1,1,1,1,4,1,1,1,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,201801001,2
16.83439647,2,1,1,4,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,4,1,1,1,5,1,1,4,2,2,3,2,3,2,3,2,2,1,1,3,3,5,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,,,201801001,2
16.83439647,2,1,1,6,2,1,1,1,2,,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,5,,3,,2,3,2,2,3,1,2,2,3,2,2,2,2,2,3,3,2,,1,2,1,1,1,1,2,2,1,2,2,201801001,2
16.83439647,2,1,1,6,2,1,1,1,2,,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,5,1,1,4,2,3,3,3,2,3,3,2,2,1,1,4,3,1,,2,,2,1,2,3,3,3,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,3,3,5,1,1,1,201801001,2
16.83439647,2,1,1,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,1,4,1,,1,5,1,1,4,1,3,1,1,2,2,3,2,2,1,1,2,2,5,2,1,1,1,1,1,3,1,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,1,1,201801001,2
16.83439647,2,1,1,7,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,4,2,1,3,3,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,1,1,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,1,1,201801001,2
16.83439647,3,1,1,1,,5,1,1,2,,1,1,2,2,2,2,2,3,4,1,1,1,5,2,4,2,,1,1,2,1,3,1,1,2,3,1,3,2,2,2,2,2,1,2,5,1,1,,1,2,3,4,1,1,2,1,1,1,2,5,2,1,1,1,1,1,1,5,1,2,2,4,,2,1,1,1,201801001,2
16.83439647,3,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,1,1,1,3,1,1,4,1,1,3,1,2,1,1,2,2,1,1,1,3,5,2,1,1,1,1,1,4,1,1,3,1,1,3,5,1,1,1,1,1,1,1,2,,1,2,1,1,2,1,1,,,201801001,2
16.83439647,3,1,1,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,5,1,1,4,2,3,1,1,3,1,3,2,2,1,1,4,3,5,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,1,1,201801001,2
16.83439647,3,1,1,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,1,1,1,1,3,1,1,1,5,1,1,4,1,3,2,2,3,1,3,2,2,1,1,4,2,5,2,1,1,1,4,1,,1,1,2,3,2,2,1,2,1,1,1,3,2,2,1,3,3,2,1,2,2,1,2,3,2,201801001,2
16.83439647,3,1,1,4,1,4,,,1,1,4,8,,,3,3,3,3,4,4,4,5,5,,1,2,,1,4,3,3,3,,,,,1,,,,,3,1,3,3,1,,3,,3,,,4,4,3,,,1,2,3,5,5,4,1,3,4,1,,,1,3,,,3,4,,,,201801001,2
16.83439647,3,1,1,4,1,5,1,1,2,2,1,1,2,2,3,1,3,3,3,3,1,1,1,2,4,1,1,1,5,1,1,2,1,2,3,1,1,1,3,2,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,,201801001,2
16.83439647,3,1,1,5,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,3,5,1,1,2,4,1,1,1,5,1,1,4,2,3,3,3,3,3,3,2,2,1,1,3,3,5,2,1,1,1,1,1,1,1,1,3,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,201801001,2
16.83439647,3,1,1,7,2,1,1,1,2,,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,3,2,2,3,1,2,3,2,2,,3,1,2,3,3,2,3,3,,2,,1,2,1,2,3,2,3,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,,1,,,201801001,2
16.83439647,4,1,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201801001,2
16.83439647,4,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,1,1,4,2,2,3,3,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,1,1,1,2,2,2,1,3,2,3,2,2,1,2,1,1,1,2,1,2,3,2,1,2,2,2,201801001,2
16.83439647,5,1,1,4,2,1,1,1,,2,2,1,1,2,2,4,2,1,1,1,1,1,3,2,4,2,2,1,5,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,,4,3,1,1,4,,,4,1,1,1,1,2,4,1,1,2,4,,1,1,1,1,1,1,1,201801001,2
18.01228494,5,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,5,1,1,1,1,4,1,1,1,5,1,1,4,2,2,2,2,2,2,3,2,2,1,1,3,1,5,2,1,1,1,1,1,4,1,1,2,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,201801001,2
12.67836954,4,2,3,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,4,1,2,1,5,1,1,2,2,3,1,1,1,3,3,2,2,1,1,3,1,5,2,1,1,1,1,1,3,1,1,3,1,3,1,5,1,1,1,2,1,1,1,1,1,1,1,1,3,1,5,2,1,1,201801002,3
